plangent,(声音)轰鸣的；(声音)悲哀的,['plændʒənt],a.
plank,厚木板；要点,[plæŋk],n.
plankton,浮游生物,['plæŋkt(ə)n],n.
plaque,匾(用于纪念或装饰的饰板)；血小板,[plɑ:k],n.
plaster,抹灰泥,['plɑ:stə],n.
plateau,高原；平稳的状态,['plætəu],n.
platitude,陈词滥调,['plætitju:d],n.
platonic,理论的；纯精神上的，纯友谊的，没有感官性欲的,[plə'tɔnik],a.
plaudit,喝彩，赞扬,['plɔ:dit],v.
plausible,似是而非的，似乎合理的；(贬)嘴巧的(尤指为行骗),['plɔ:zəbl],a.
plaza,广场；集市,['plɑ:zə],n.
plead,恳求；提出„为理由,[pli:d],v.
pleat,(衣服上的)褶,[pli:t],n.
plebeian,平民的,[pli'bi(:)ən],n.
pledge,发誓,[pledʒ],n.
plenary,全权的；全体出席的,['pli:nəri],a.
plenitude,完全，充分；大量,['plenitju:d],n.
plentitude,充分,['plentitju:d],n.
pleonastic,罗嗦的,[ˌpli:əu'næstik],a.
plethora,过量，过剩,['pleθərə],n.
pliable,易弯的，柔软的,['plaiəbl],a.
pliant,易受影响的；易弯的,['plaiənt],a.
pliers,钳子,['plaiəz],n.
plight,困境，苦境,[plait],n.
plinth,(柱或雕像的)柱脚，底座,[plinθ],n.
plod,重步走；吃力地干,[plɔd],v.
plot,(戏剧、小说)情节；阴谋，策划,[plɔt],n.
plough,用犁耕地,[plau],n.
ploy,花招，策略,[plɔi],n.
pluck,拔毛；弹拉(乐器),[plʌk],n.
plumb,铅锤,[plʌm],adv.
plumber,管子工，铅管工,['plʌmbə],n.
plume,整理羽毛；为某事自喜、自豪,[plu:m],n.
plummet,测深锤,['plʌmit],v.
plump,颇胖的，丰满的,[plʌmp],a.
plunder,抢劫，掠夺,['plʌndə],v.
plunge,投入，穿入，进入；俯冲,[plʌndʒ],v.
plush,豪华的,[plʌʃ],a.
plutocracy,财阀统治,[plu:'tɔkrəsi],n.
poach,偷猎，窃取,[pəutʃ],v.
pod,剥掉(豆荚),[pɔd],n.
podiatrist,足医,[pəu'daiətrist],n.
podium,(乐队)指挥台,['pəudiəm],n.
poignant,伤心的，心酸的；尖锐的,['pɔinənt],a.
poise,泰然自若，镇定,[pɔiz],v.
poisonous,有毒的；有害的,['pɔiznəs],a.
poke,刺，戳；嘲弄,[pəuk],v.
polar,地极的，两极的；磁极的,['pəulə],a.
polarity,(观点，看法)二极分化，对立；磁体极性,[pəu'læriti],n.
polarize,使„两极分化,['pəuləraiz],v.
polemic,争论，论战,[pɔ'lemik],n.
polemical,挑起论战的,[pə'lemikəl],a.
polish,上光剂，擦光剂；(态度等)优雅,['pɔliʃ],v.
poll,民意测验；选举投票,[pəul],n.
pollen,花粉,['pɔlin],n.
pollinate,给„授粉,['pɔlineit],v.
pollster,民意测验家,['pəulstə],n.
poltroon,懦夫,[pɔl'tru:n],n.
polyandry,一妻多夫制,['pɔliændri],n.
polyglot,通晓多种语言的(人),['pɔliɡlɔt],a.
polymath,知识广博者,['pɔlimæθ],n.
pomposity,自大的行为，言辞,[pɔm'pɔsiti],n.
pompous,自大的,['pɔmpəs],a.
poncho,斗篷，披风；雨衣,['pɔntʃəu],n.
ponder,仔细考虑,['pɔndə],v.
ponderable,可估量的,['pɔndərəbl],a.
ponderous,笨重的，笨拙的,['pɔndərəs],a.
pontifical,(贬)自以为是的，自大的；武断的,[pɔn'tifikəl],a.
pontificate,自大武断、自封为权威地做或说,[pɔn'tifikit],v.
pony,小型马,['pəuni],n.
pop,发出砰的一声；突然出现,[pɔp],v.
populace,民众，老百姓,['pɔpjuləs],n.
populous,人口稠密的,['pɔpjuləs],a.
porcelain,瓷；瓷器,['pɔ:slin],n.
porcine,猪的，似猪的,['pɔ:sain],a.
porcupine,豪猪，箭猪(身上长刺的猪),['pɔ:kjupain],n.
pore,毛孔，气孔,[pɔ:],n.
porous,可渗透的；多孔的,['pɔ:rəs],a.
porridge,麦片粥,['pɔridʒ],n.
portable,轻便的，手提式的,['pɔ:təbl],a.
portend,预兆，预示,[pɔ:'tend],v.
portentous,凶兆的，不祥的,[pɔ:'tentəs],a.
portfolio,(皮制)文件夹，公事包；股份单,[pɔ:t'fəuljəu],n.
portray,描绘，描述,[pɔ:'trei],v.
pose,摆姿势；造作，装腔作势,[pəuz],v.
poseur,装模作样的人,[pəu'zə:],n.
posit,断定，假定„为实,['pɔzit],v.
positiveness,肯定，确信,[ˈpɔzətivnis],n.
posse,地方武装团队,['pɔsi],n.
possessed,着迷的；疯狂的,[pə'zest],a.
poster,海报，招贴画,['pəustə],n.
posterior,(在时间、次序上)较后的,[pɔs'tiəriə],a.
postpone,使延期，推迟,[pəust'pəun],v.
postscript,附言，后记,['pəustskript],n.
postulate,假定；要求,['pɔstjuleit],v.
posture,(以不自然的方式)故作姿态,['pɔstʃə],n.
potable,适于饮用的,['pəutəbl],a.
potation,饮，喝；饮料(尤指酒),[pəu'teiʃən],n.
potboiler,粗制滥造的文艺作品,['pɔtbɔilə(r)],n.
potentate,统治者，当权者,['pəutənteit],n.
