distain,贬损，伤害名誉,[dis'tein],v.
distal,远离中心的，(神经)末梢的,['distəl],a.
distant,疏远的，冷淡的,['distənt],a.
distend,(使)膨胀，胀大,[dis'tend],v.
distension,膨胀,[dis'tenʃən],n.
distention,膨胀,[dis'tenʃən],n.
distill,蒸馏,[di'stil],v.
distinct,清楚的，明显的,[dis'tiŋkt],a.
distinction,区别，差别；知名,[dis'tiŋkʃən],n.
distinctive,出众的，有特色的,[dis'tiŋktiv],a.
distinguished,著名的，卓越的,[dis'tiŋɡwiʃt],a.
distort,扭曲，弄歪,[dis'tɔ:t],v.
distract,分心；使发狂，困扰,[dis'trækt],v.
distracted,精神不集中的,[dis'træktid],a.
distrait,心不在焉的,[dis'trei],a.
distraught,心神狂乱的,[dis'trɔ:t],a.
distress,痛苦，悲痛,[dis'tres],n.
distribute,分发，分配某事物,[dis'tribju(:)t],v.
district,地区，行政区，（美国各州的）众议院选区,['distrikt],n.
ditch,沟，沟渠，壕沟,[ditʃ],n.
dither,慌张，犹豫不决,['diðə],n.
ditty,小曲，小调,['diti],n.
diurnal,白昼的，白天的,[dai'ə:nl],a.
diva,歌剧中的首席女主角,['di:və],n.
divagate,离题；飘泊,['daivəɡeit],v.
diver,潜水员,['daivə],n.
diverge,（意见）分歧；（线路、道路）分开,[dai'və:dʒ],v.
divergent,分叉的，岔开的,[dai'və:dʒənt],a.
divers,多样的，各种各样的,['daivəz],a.
diverse,不同的；多样的,[dai'və:s],a.
diversity,多样，千变万化,[dai'və:siti],n.
divert,使某事物转向；使娱乐,[di'və:t],v.
divest,脱衣，卸下盛装；剥夺,[dai'vest],v.
divestiture,脱衣，卸下装饰；剥夺财产；取消称号,[dai'vestitʃə],n.
divine,神的,[di'vain],v.
divulge,泄露，透露,[dai'vʌldʒ],v.
docile,驯服的，听话的,['dəusail],a.
dock,剪短；扣除„的一部分工资,[dɔk],v.
doctrinaire,教条的，迂腐的,[ˌdɔktri'neə],n.
doctrine,教义，主义；学说,['dɔktrin],n.
document,为„提供书面证明,['dɔkjumənt],v.
dodder,蹒跚，摇摆,['dɔdə],v.
dodge,闪开，躲避,[dɔdʒ],v.
doff,脱掉,[dɔf],v.
dogged,顽强的,['dɔɡid],a.
doggerel,歪诗，打油诗,['dɔɡərəl],n.
doggo,(一动不动地)隐藏着,['dɔɡəu],adv.
dogma,教条，信条,['dɔɡmə],n.
dogmatism,教条主义，武断,['dɔɡmətizəm],n.
doldrums,赤道无风带；情绪低落,['dɔldrəmz],n.
doleful,忧愁的，消沉的,['dəulful],a.
dolorous,悲哀的，忧愁的,['dɔlərəs],a.
dolt,傻瓜,[dəult],n.
domain,领土；领域,[dəu'mein],n.
dome,圆顶屋,[dəum],n.
domesticate,驯养,[də'mestikeit],v.
domicile,住处，住所,['dɔmisail],n.
dominant,(生)(遗传特征)显性的，优势的；最重要的，占支配地位的,['dɔminənt],a.
dominate,控制，支配,['dɔmineit],v.
domination,控制，支配，管辖,[ˌdɔmi'neiʃən],n.
donate,捐赠，赠送,[dəu'neit],v.
donor,捐赠者，赠送者；献血者,['dəunə],n.
doodle,胡乱画；混时间,['du:dl],v.
dormancy,休眠状态,['dɔ:mənsi],n.
dormant,冬眠的；静止的,['dɔ:mənt],a.
dorsal,背部的,['dɔ:səl],a.
dose,[药]剂量，一剂,[dəus],n.
dossier,卷宗，档案,['dɔsiei],n.
dotage,老年糊涂；溺爱,['dəutidʒ],n.
dote,溺爱；昏聩(to be foolish or weak minded),[dəut],v.
doting,溺爱的,['dəutiŋ],a.
double-cross,欺骗，出卖,['dʌbl'krɔs],v.
dour,严厉的，脸色阴沉的,[duə],a.
douse,把„浸入水中；熄灭,[daus],v.
dowdy,不整洁的，过旧的,['daudi],a.
down,绒毛；汗毛,[daun],n.
down-to-earth,脚踏实地的，实际的,[daun tə ə:θ],n.
downplay,贬低，不予重视,['daunplei],v.
downpour,暴雨,['daunpɔ:],n.
dowry,嫁妆，妆奁,['dauəri],n.
dowse,探寻水源或矿藏,[dauz],v.
doyen,老前辈,['dɔiən],n.
doze,瞌睡，假寐,[dəuz],v.
drab,枯黄色的；单调而无聊的,[dræb],a.
draconian,严厉的，严酷的,[drə'kəuniən],a.
draft,草稿，草案；汇票,[drɑ:ft],n.
draftsmanship,起草术，制图术,['drɑ:ftsmənʃip],n.
draggy,单调而无生气的,['dræɡi],a.
drain,排出沟外；喝光,[drein],v.
drainage,排水；污水,['dreinidʒ],n.
drastic,猛烈的，激烈的,['dræstik],a.
drawbridge,吊挢,['drɔ:ˌbridʒ],n.
drawl,慢吞吞地说话,[drɔ:l],v.
drawn,憔悴的,[drɔ:n],a.
dreary,沉闷的，乏味的,['driəri],a.
dregs,沉淀废物,[dreɡz],n.
drench,使湿透,[drentʃ],v.
drenched,湿透的,[drentʃ],a.
dribble,(液体)往下滴、淌,['dribl],v.
drill,钻；钻床,[dril],n.
