rosy,乐观的，有希望的,['rəuzi:],a.
rotate,旋转，转动；轮流，交替,[rəu'teit],v.
rote,死记硬背,[rəut],n.
rotten,腐烂的；(人)腐败的；糟糕的，极差的,['rɔtn],a.
rotund,(人)圆胖的；(声音)洪亮的,[rəu'tʌnd],a.
roughen,使变得粗糙，使变得不平,['rʌfən],v.
roundabout,绕远道的，转弯抹角的,['raundəbaut],a.
rout,大败，溃败,[raut],n.
rove,流浪，漂泊,[rəuv],v.
rowdy,吵闹的，粗暴的,['raudi],a.
royalty,版税；王室成员,['rɔiəlti],n.
rubble,(一堆)碎石，瓦砾,['rʌbl],n.
rubicund,(脸色)红润的,['ru:bikənd],a.
ruck,皱褶；普通群众,[rʌk],n.
rucksack,(旅行等的)背包,['ruksæk],n.
rudder,船舵；领导者,['rʌdə],n.
ruddy,(脸色)红润的，红色的,['rʌdi],a.
rudimentary,（贬）初步的；未充分发展的，发育不成熟的,[ru:di'mentəri],a.
rue,后悔，遗憾,[ru:],n.
ruffian,残暴的,['rʌfiən],n.
ruffle,皱边(装饰衣服),['rʌfl],v.
rumble,发出低沉的隆隆声音,['rʌmbl],v.
ruminant,(动物)反刍的；沉思的,['ru:minənt],a.
ruminate,反刍；深思,['ru:mineit],v.
rumple,弄皱，弄乱,['rʌmpl],v.
rung,梯子横挡，梯级,[rʌŋ],n.
runic,北欧古代文字的；神秘的,['ru:nik],a.
rupture,破裂，断裂,['rʌptʃə],n.
rural,乡村的,['ruərəl],a.
ruse,骗术，诡计,[ru:z],n.
rustic,乡村的，乡土气的,['rʌstik],a.
rustle,(使某物)发出轻而爽的声音,['rʌs(ə)l],v.
rustler,偷牛(马)贼,['rʌs(ə)lə(r)],n.
ruthlessness,无情，残忍,['ru:θlisnis],n.
sabotage,阴谋破坏，颠覆活动(尤指摧毁对方武器、装备或挫败对方计划),['sæbətɑ:ʒ],n.
saboteur,从事破坏活动者,[ˌsæbə'tə:],n.
saccharin,糖精,['sækərin],n.
saccharine,(态度)娇媚的；(说话声)娇滴滴的,['sækərain],a.
sack,掠夺,[sæk],n.
sacrament,圣礼，圣事,['sækrəmənt],n.
sacred,神圣的，庄严的,['seikrid],a.
sacrifice,宰牲祭神,['sækrifais],n.
sacrilege,亵渎，冒犯神灵,['sækrilidʒ],n.
sacrilegious,亵渎神圣的,[sækri'lidʒəs],a.
sadden,使伤心，使悲哀,['sædn],v.
saddle,鞍，马鞍,['sædl],n.
sadistic,施虐狂的，性施虐狂的,[sə'distik],a.
safe,保险柜；冷藏室，饭橱,[seif],n.
safeguard,防范措施，保护性措施,['seifˌɡɑ:d],n.
sag,松弛，下垂,[sæɡ],v.
saga,英雄故事，长篇小说,['sɑ:ɡə],n.
sagacious,聪明的，睿智的,[sə'ɡeiʃəs],a.
sage,智者,[seidʒ],a.
saintly,圣徒似的，极为圣洁的,['seintli],a.
salient,显著的，突出的,['seiljənt],a.
saliferous,含盐的，产盐的,[sə'lifərəs],a.
saliva,唾液，口水,[sə'laivə],n.
sally,突围；远足,['sæli],n.
salmon,大麻哈鱼；鲜肉色，橙红色,['sæmən],n.
salubrious,(气候)有益健康的,[sə'lju:briəs],a.
salutary,有益的，有益健康的,['sæljutəri],a.
salutation,招呼，致意，敬礼,[sælju(:)'teiʃən],n.
salute,敬礼,[sə'lu:t],v.
salvage,(从灾难中)抢救，海上救助,['sælvidʒ],n.
salve,减轻，缓和(痛苦，愧疚),[sɑ:v],n.
sampler,刺绣花样；取样员,['sɑ:mplə],n.
sanatorium,疗养院，休养所,[ˌsænə'tɔ:riəm],n.
sanctify,使神圣,['sæŋktifai],v.
sanctimonious,（贬）假装神圣(虔诚)的,[sæŋkti'məunjəs],a.
sanction,批准，认可,['sæŋkʃən],n.
sandal,凉鞋，拖鞋,['sændl],n.
sane,神志清楚的；明智的，理智的,[sein],a.
sangfroid,沉着，临危不惧,['sə:ŋ'frwɑ:],n.
sanguine,乐观的,['sæŋɡwin],a.
sanitary,卫生的，清洁的,['sænitəri],a.
sanitize,使„清洁,['sænitaiz],v.
sanity,神志清楚,['sæniti],n.
sap,消弱，耗尽,[sæp],n.
sapient,有智慧的,['seipiənt],a.
sapling,树苗；年轻人,['sæpliŋ],n.
sapphire,天蓝色的,['sæfaiə],n.
sarcastic,讽刺的,[sɑ:'kæstik],a.
sardonic,嘲笑的,[sɑ:'dɔnik],a.
sartorial,裁缝的，缝制的,[sɑ:'tɔ:riəl],a.
sash,肩带,[sæʃ],n.
satanic,穷凶恶极的,[sə'tænik],a.
sate,使充分意足(尤指坏事)；使厌腻,[seit],v.
sated,厌腻的,['seitid],a.
satiated,充分满足的；厌倦的，生腻的,['seiʃieitid],a.
satiny,光滑的，柔细的,['sætini],a.
satire,讽刺(作品),['sætaiə],n.
satirize,讽刺,['sætiraiz],v.
saturate,浸透；使充满,['sætʃəreit],v.
saturated,渗透的，湿透的，饱和的；深颜色的,['sætʃəreitid],a.
saturnine,忧郁的，阴沉的,['sætə(:)nain],a.
saucy,无礼的；调皮的；漂亮的,['sɔ:si],a.
saunter,闲逛，漫步,['sɔ:ntə],n.
savage,凶猛的，野蛮的,['sævidʒ],a.
savant,博学之士，大学士,['sævənt],n.
savvy,有见识的，精明能干的,['sævi],a.
