objection,厌恶；反对,[əb'dʒekʃən],n.
objective,目标,[əb'dʒektiv],a.
oblation,宗教的供品，祭品,[əu'bleiʃən],n.
obligation,责任；报恩，欠的人情,[ˌɔbli'ɡeiʃən],n.
obligatory,强制性的,[ɔ'bliɡətəri],a.
oblige,束缚，强迫；为„效力,[ə'blaidʒ],v.
obliging,恳切的，热心助人的,[ə'blaidʒiŋ],a.
oblique,间接的；斜的,[ə'bli:k],a.
obliterate,涂掉，擦掉,[ə'blitəreit],v.
oblivious,遗忘的，疏忽的，未察觉的,[ə'bliviəs],a.
obloquy,大骂，公开斥责,['ɔbləkwi],n.
obnoxious,令人不愉快的；可憎的,[əb'nɔkʃəs],a.
obscure,隐藏，使„模糊，使„不分明,[əb'skjuə],a.
obscurity,费解；不出名,[əb'skjuəriti],n.
obsequious,(贬)逢迎的，谄媚的,[əb'si:kwiəs],a.
observance,遵守，奉行(法律、习俗),[əb'zə:vəns],n.
observant,注意的，当心的,[əb'zə:vənt],a.
observatory,天文台,[əb'zə:vətəri],n.
obsess,迷住；使„困窘，使„烦扰,[əb'ses],v.
obsessed,心神不宁的,[əb'sest],a.
obsession,入迷；固执的念头,[əb'seʃən],n.
obsessive,强迫性的；分神的,[əb'sesiv],a.
obsolescent,即将过时的,[ˌɔbsə'lesnt],a.
obsolete,废弃的；过时的,['ɔbsəli:t],a.
obstacle,障碍，干扰,['ɔbstəkl],n.
obstinacy,固执，倔强，顽固,['ɔbstinəsi],n.
obstinate,固执的，倔强的,['ɔbstinit],a.
obstreperous,吵闹的；难管束的,[əb'strepərəs],a.
obstruct,阻塞，截断,[əb'strʌkt],v.
obstruction,阻碍(物)，妨碍,[əb'strʌkʃən],n.
obtainable,能得到的,[əb'teinəb(ə)l],a.
obtrude,突出；强加,[əb'tru:d],v.
obtuse,愚笨的；迟钝的,[əb'tju:s],a.
obverse,正面(的),['ɔbvə:s],n.
obviate,排除(困难),['ɔbvieit],v.
obvious,明显的，显而易见的,['ɔbviəs],a.
occidental,西方(的),[ɔksi'dəntəl],n.
occlude,使闭塞,[ɔ'klu:d],v.
occult,秘密的，不公开的,[ɔ'kʌlt],a.
occupation,工作，职业；占领,[ˌɔkju'peiʃən],n.
occurrence,事件；发生,[ə'kʌrəns],n.
octogenarian,～岁的老人,[ˌɔktəudʒi'neəriən],n.
ocular,眼睛的；视觉的,['ɔkjulə],a.
oddments,残余物，零头,['ɔdmənts],n.
odds,机会，可能性,[ɔdz],n.
ode,长诗，颂歌,[əud],n.
odious,可憎的，讨厌的,['əudjəs],a.
odium,憎恶，反感,['əudiəm],n.
odometer,(汽车)里程表,[ɔ'dɔmitə],n.
odoriferous,有气味的,[ˌəudə'rifərəs],a.
odyssey,长途的冒险旅行,['ɔdisi],n.
off-key,走调的，不和谐的,['ɔ:fki:],a.
offbeat,非传统的，不平常的,[ɔf'bi:t],a.
offence(offense),得罪；错事,[ə'fens],n.
offend,得罪，冒犯,[ə'fend],v.
offensive,令人不快的，得罪人的,[ə'fensiv],a.
offhand,事先无准备地(的)；(言行)随便地(的)，唐突地(的),['ɔ:f'hænd],adv.
officious,爱发命令的，好忠告的，好管闲事的；过度殷勤的,[ə'fiʃəs],a.
offish,冷淡的，疏远的,['ɔ:fiʃ],a.
offset,补偿，抵消,['ɔ:fset],v.
offspring,儿女，后代,['ɔfspriŋ],n.
offstage,台后(的)，幕后(的),['ɔ:f'steidʒ],adv.
ogle,媚眼,['əuɡl],v.
ointment,油膏，软膏,['ɔintmənt],n.
oleaginous,油腻的；圆滑的，满口恭维的,[ˌəuli'ædʒinəs],a.
olfaction,嗅觉,[ɔl'fækʃən],n.
olfactory,嗅觉的,[ɔl'fæktəri],a.
oligarch,寡头政治执政者,['ɔliɡɑ:k],n.
oligarchy,寡头统治(政府权力集中在少数人手里),['ɔliɡɑ:ki],n.
omelet,煎蛋卷,['ɔmlit],n.
ominous,不祥的，不吉利的,['ɔminəs],a.
omit,省略，排除，删除；疏忽，忘记做，遗漏,[əu'mit],v.
omnipotent,全能的，万能的；权利无限的,[ɔm'nipətənt],a.
omnipresent,无处不在的,[ɔmni'prezənt],a.
omniscient,无所不知的，博识的,[ɔm'nisiənt],a.
omnivorous,杂食的；兴趣杂的,[ɔm'nivərəs],a.
onerous,繁重的，麻烦的,['ɔnərəs],a.
onset,(坏情况)开始，开端；攻击，袭击,['ɔnset],n.
onslaught,猛攻，猛袭,['ɔnslɔ:t],n.
onus,义务，负担,['əunəs],n.
ooze,慢慢地流，渗出；(勇气)逐渐消失,[u:z],v.
opacity,不透明性；晦涩，难懂,[əu'pæsiti],n.
opalescence,(不透明的)乳白光,[ˌəupə'lesəns],n.
opaque,不透明的；难懂的,[əu'peik],a.
operative,(计划等)实施中的；生效的,['ɔpərətiv],a.
operetta,小歌剧,[ˌɔpə'retə],n.
opiate,安眠药，鸦片制剂,['əupiit],n.
opine,想，以为,[əu'pain],v.
opinionated,固执己见的,[ə'pinjəneitid],a.
opponent,对手，敌手,[ə'pəunənt],n.
opportune,合适的，适当的(尤指时机适时),['ɔpətju:n],a.
oppose,反对,[ə'pəuz],v.
oppress,压迫，压制,[ə'pres],v.
opprobrious,（言语）辱骂的，骂人的；可耻的,[ə'prəubriəs],a.
optimism,乐观主义,['ɔptimizəm],n.
optimist,乐观主义者,['ɔptimist],n.
optimization,最优化,[ˌɔptimai'zeiʃən],n.
optimum,最好的，最有利的,['ɔptiməm],a.
optional,可自由选择的,['ɔpʃənəl],a.
opulent,富裕的；充足的,['ɔpjulənt],a.
