abandon,放弃；放纵,[ə'bændən],v.
abase,降低自己，贬抑，使卑下,[ə'beis],v.
abash,使害羞，使尴尬,[ə'bæʃ],v.
abate,减轻，减少,[ə'beit],v.
abbreviate,缩短；缩写,[ə'bri:vieit],v.
abdicate,退位，辞职，放弃,['æbdikeit],v.
abduct,绑架，拐走,[æb'dʌkt],v.
aberrant,越轨的；异常的,[æ'berənt],a.
aberration,离开正路，脱离常轨；变形,[ˌæbə'reiʃən],n.
abet,教唆，鼓励，帮助,[ə'bet],v.
abeyance,中止，搁置,[ə'beiəns],n.
abhor,憎恨，嫌恶,[əb'hɔ:],v.
abhorrent,可恨的，讨厌的,[əb'hɔrənt],a.
abide,容忍，忍受,[ə'baid],v.
abject,极可怜的;卑下的,['æbdʒekt],a.
abjure,发誓放弃,[əb'dʒuə],v.
ablution,(宗教的)净礼，沐浴,[ə'blu:ʃən],n.
abnegate,否认，放弃,['æbniɡeit],v.
abnegation,放弃; 自我牺牲,[ˌæbni'ɡeiʃən],n.
abolish,废止，废除(法律、制度、习俗等),[ə'bɔliʃ],v.
abolition,废除，革除,[æbə'liʃən],n.
abominate,痛恨；厌恶,[ə'bɔmineit],v.
aboriginal,原始居民，土著,[ˌæbə'ridʒənəl],n.
abortive,无结果的，失败的,[ə'bɔ:tiv],a.
abound,充满; 富于,[ə'baund],v.
aboveboard,光明正大的(地),[ə'bʌvˌbɔ:d],a.
abrade,磨损，磨小,[ə'breid],v.
abrasion,表面磨损,[ə'breiʒən],n.
abrasive,磨损的；生硬粗暴的,[ə'breisiv],a.
abreast,并列，并排,[ə'brest],adv.
abridge,删减；缩短,[ə'bridʒ],v.
abrogate,废止，废除,['æbrəuɡeit],v.
abrupt,突然的，意外的；唐突的,[ə'brʌpt],a
abscission,[医]切除，截去；[植]脱离,[æb'siʒən],n.
abscond,潜逃，逃亡,[əb'skɔnd],v.
absenteeism,旷课，旷工,[æbsən'ti:iz(ə)m],n.
absolute,绝对的，完全的; 无(条件)限制的,['æbsəlu:t],a.
absolve,赦免，免除,[əb'zɔlv],v.
absorb,吸收；同化；吸引„的注意,[əb'sɔ:b],v.
abstain,禁绝，放弃,[əb'stein],v.
abstemious,有节制的，节俭的(eating & drinking),[æb'sti:mjəs],a.
abstention,节制,[æb'stenʃən],n.
abstentious,节制的,[əb'stenʃəs],a.
abstinent,饮食有度的，有节制的，禁欲的,['æbstinənt],a.
abstract,抽象的,['æbstrækt],n.
abstruse,难懂的，深奥的,[æb'stru:s],a.
absurd,荒谬的，可笑的,[əb'sə:d],a.
abundance,充裕，多量,[ə'bʌndəns],n.
abundant,丰富的，盛产的,[ə'bʌndənt],a.
abuse,辱骂; 滥用,[ə'bju:z],v.
abusive,漫骂的；毁谤的；虐待的,[ə'bju:siv],a.
abut,接界，毗连,[ə'bʌt],v.
abysmal,极深的；糟透的,[ə'bizməl],a.
academic,学院的，学术的；理论的,[ˌækə'demik],a.
academician,院士；学会会员,[əˌkædə'miʃən],n.
acarpous,不结果实的,[ei'kɑ:pəs],a.
accede,同意,[æk'si:d],v.
accelerate,加速；促进,[æk'seləreit],v.
accentuate,重读；强调,[æk'sentjueit],v.
access,通路；途径,['ækses],n.
access,得到；使用,[access],v.
accessible,易达到的；易受影响的,[ək'sesəbl],a.
accessory,附属的，次要的,[æk'sesəri],a.
acclaim,欢呼，称赞,[ə'kleim],v.
acclimate,使服水土; 使适应,[ə'klaimit],v.
accolade,推崇；赞扬,['ækəleid],n.
accommodate,与„一致；提供食宿,[ə'kɔmədeit],v.
accommodating,乐于助人的,[ə'kɔmədeitiŋ],a.
accompany,伴随，陪伴,[ə'kʌmpəni],v.
accomplice,同谋者，帮凶,[ə'kɔmplis],n.
accomplish,完成，做成功,[ə'kɔmpliʃ],v.
accomplished,完成了的；有技巧的，有造诣的,[ə'kɔmpliʃt],a.
accord,同意；一致,[ə'kɔ:d],v.
accost,搭话,[ə'kɔst],v.
accountability,负有责任,[əˌkautə'biliti],n.
accrete,逐渐增长；添加生长；连生,[æ'kri:t],v.
accretion,自然的增加；增加物,[æ'kri:ʃən],n.
accrue,(利息等)增大；增多,[ə'kru:],v.
accumulate,积聚，积累(collect),[ə'kju:mjuleit],v.
accuracy,精确，准确,['ækjurəsi],n.
accurate,精确的，准确的,['ækjurit],a.
accuse,谴责，指责,[ə'kju:z],v.
acerbic,苦涩的；刻薄的,[ə'sə:bik],a.
acerbity,涩，酸，刻薄,[ə'sə:biti],n.
achromatic,非彩色的，无色的,[ˌækrəu'mætik],a.
acknowledge,承认；致谢,[ək'nɔlidʒ],v.
acme,顶点，极点,['ækmi],n.
acolyte,(教士的)助手，侍僧,['ækəlait],n.
acorn,橡子，橡果,['eikɔ:n],n.
acoustic,听觉的，有关声音的,[ə'ku:stik],a.
acquaint,使„熟知；通知,[ə'kweint],v.
acquaintance,熟知；熟人,[ə'kweintəns],n.
acquainted,对某事物熟悉的；对某人认识的,[ə'kweintid],a.
acquiesce,勉强同意，默许,[ˌækwi'es],v.
acquired,后天习得的,[ə'kwaiəd],a.
acquisitive,渴望得到的，贪婪的,[ə'kwizitiv],a.
acquit,宣告无罪；脱卸义务和责任；还清(债务),[ə'kwit],v.
acquittal,宣告无罪，开释,[ə'kwit(ə)l],n.
acrid,辛辣的，刻薄的,['ækrid],a.
acrimonious,尖刻的，严厉的,[ækri'məunjəs],a.
acrimony,尖刻，刻薄,['ækriməni],n.
acrobat,特技演员，杂技演员,['ækrəbæt],n.
acronym,首字母缩略词,['ækrənim],n.
acrophobia,恐高症,[ˌækrəu'fəubjə],n.
actuarial,(保险)精算的，保险计算的,[ˌæktju'eəriəl],a.
actuate,驱使，激励,['æktjueit],v.
acuity,(尤指思想或感官)敏锐,[ə'kjuiti],n.
acumen,敏锐，精明ˌ聪明,[ə'kju:mən],n.
acute,灵敏的；[病]急性的,[ə'kju:t],a.
adage,格言，古训,['ædidʒ],n.
adamant,强硬的；固执的,['ædəmənt],a.
adapt,使„适应；修改,[ə'dæpt],v.
adaptable,有适应能力的；可改编的,[ə'dæptəbl],a.
addendum,补充，附录,[ə'dendəm],n.
addict,沉溺；上瘾(者),[ə'dikt],v.
addition,增加，附加,[ə'diʃən],n.
additive,添加剂,['æditiv],n.
addle,使腐坏; 使昏乱,['ædl],v.
address,处理，对付，着手解决；致词,[ə'dres],v.
adduce,给予(理由); 举出(例证),[ə'dju:s],v.
adept,老练的，精通的,['ædept],a.
adequate,足够的,['ædikwit],a.
adhere,粘着；依附ˌ拥护,[əd'hiə],v.
adherent,拥护者，信徒,[əd'hiərənt],n.
adhesive,胶合剂,[əd'hi:siv],a.
adjacent,接近的，毗连的,[ə'dʒeisənt],a.
adjourn,使延期，推迟；休会,[ə'dʒə:n],v.
adjudicate,充当裁判; 判决,[ə'dʒu:dikeit],v.
adjunct,附加物，附件,['ædʒʌŋkt],n.
adjust,整顿，整理；适应,[ə'dʒʌst],v.
adlib,临时讲话，即兴表演,[æd'lib],v.
admire,钦佩，赞赏,[əd'maiə],v.
admission,许可；入会费；承认,[əd'miʃən],n.
admonish,训诫；警告,[əd'mɔniʃ],v.
adobe,泥砖，土坯,[ə'dəubi],n.
adolescent,青少年,[ˌædəu'lesnt],a.
adopt,收养；采纳,[ə'dɔpt],v.
adore,崇拜；热爱,[ə'dɔ:],v.
adorn,装饰,[ə'dɔ:n],v.
adroit,熟练的，灵巧的,[ə'drɔit],a.
adulate,谄媚，奉承,['ædjuleit],v.
adulterate,掺假,[ə'dʌltəreit],v.
adumbrate,(对将来事件)预示,['ædʌmˌbreit],v.
advent,到来，来临,['ædvənt],n.
adventitious,偶然的,[ˌædven'tiʃəs],a.
adverse,不利的，相反的；敌对,['ædvə:s],a.
advert,注意，留意,[əd'və:t],v.
advertise,做广告,['ædvətaiz],v.
advisable,适当的，可行的ˌ明智的,[əd'vaizəbl],a.
advocacy,拥护，支持,['ædvəkəsi],n.
advocate,支持者，拥护者,['ædvəkit],v.
aegis,盾；保护，庇护,['idʒis],n.
aerate,充气，让空气进入,['eiəreit],v.
aerial,空中的，空气中的,['eəriəl],a.
aeronautics,航空学,[ˌeərə'nɔ:tiks],n.
aesthete,审美家,['i:sθi:t],n.
aesthetic,美学的，有审美感的,[i:s'θetik],a.
affable,易于交谈的；和蔼的,['æfəbl],a.
affectation,做作，虚假,[ˌæfek'teiʃən],n.
affected,不自然的；假装的,[ə'fektid],a.
affection,爱,[ə'fekʃən],n.
affidavit,宣誓书,[ˌæfi'deivit],n.
affiliate,加入；联合,[ə'filieit],v.
affiliation,联系，联合,[əˌfili'eiʃən],n.
affinity,密切关系；(两性)吸引力,[ə'finiti],n.
affirm,确认；肯定,[ə'fə:m],v.
affix,词缀,[ə'fiks],v.
afflict,使痛苦，折磨,[ə'flikt],v.
affliction,悲痛，受难的起因,[ə'flikʃən],n.
affluence,充裕，富足,['æfluəns],n.
affluent,富裕的，丰富的,['æfluənt],a.
affordable,能够支付的,[ə'fɔ:dəbl],a.
affront,侮辱，冒犯,[ə'frʌnt],v.
aftermath,事件的后果，余波,['ɑ:ftəmæθ],n.
agape,(嘴)大张着的/地,[ə'ɡeip],a.
agenda,议程,[ə'dʒendə],n.
agglomerate,凝聚，结块,[ə'ɡlɔməreit],v.
aggrandize,增大，扩张；吹棒,[ə'ɡrændaiz],v.
aggravate,加重，恶化,['æɡrəveit],v.
aggregate,集合；合计,['æɡriɡeit],v.
aggression,侵略；敌对的情绪或行为,[ə'ɡreʃən],n.
aggressive,好斗的；进取的,[ə'ɡresiv],a.
aggressor,侵略者，攻击者,[ə'ɡresə(r)],n.
aggrieve,使受委屈；使痛苦,[ə'ɡri:v],v.
aghast,惊骇的，吓呆的,[ə'ɡɑ:st],a.
agile,敏捷的，灵活的,['ædʒail],a.
agility,敏捷,[ə'dʒiliti],n.
agitate,搅动，煽动；使不安，使焦虑,['ædʒiteit],v.
agitated,被鼓动的；不安的,['ædʒiteitid],a.
agnostic,不可知论的,[æɡ'nɔstik],a.
agog,兴奋的，有强烈兴趣的,[ə'ɡɔɡ],a.
agony,极大痛苦,['æɡəni],n.
agrarian,土地的,[ə'ɡreəriən],a.
