competence,胜任，能力,['kɔmpətəns],n.
compile,汇集；编辑,[kəm'pail],v.
complacency,满足，安心,[kəm'pleisənsi],n.
complacent,自满的，得意的,[kəm'pleisnt],a.
complaisance,彬彬有礼，殷勤，柔顺,[kəm'pleizəns],n.
complaisant,顺从的，讨好的,[kəm'pleizənt],a.
complementary,互补的,[kɔmplə'mentəri],a.
complexion,肤色；外表特征,[kəm'plekʃən],n.
compliance,顺从，遵从,[kəm'plaiəns],n.
compliant,服从的，顺从的,[kəm'plaiənt],a.
complicate,使某事复杂化,['kɔmplikeit],v.
complicity,合谋，串通,[kəm'plisiti],n.
compliment,恭维，称赞,['kɔmplimənt],n.
comply,遵循，顺从,[kəm'plai],v.
component,成分，零部件,[kəm'pəunənt],n.
comport,举止(以一种特殊方式表现),[kəm'pɔ:t],v.
compose,写，创作；组成,[kəm'pəuz],v.
composed,镇定的，沉着的,[kəm'pəuzd],a.
composer,作曲家,[kɔm'pəuzə],n.
compost,混合肥料,['kɔmpɔst],n.
composure,镇静，沉着；自若,[kəm'pəuʒə],n.
compound,掺和,['kɔmpaund],n.
comprehend,理解；包括,[ˌkɔmpri'hend],v.
comprehensible,能充分理解的,[ˌkɔmpri'hensəbl],a.
comprehensive,全面的，综合的,[ˌkɔmpri'hensiv],a.
compress,压缩，浓缩,[kəm'pres],v.
compromise,妥协，折中；危害,['kɔmprəmaiz],v.
compulsion,强迫；难以抗拒的冲动，欲望,[kəm'pʌlʃ(ə)n],n.
compulsory,强制性的，命令性的,[kəm'pʌlsəri],a.
compunction,懊悔，良心不安,[kəm'pʌŋkʃ(ə)n],n.
con,欺骗,[kɔn],n.
concatenate,连结；连锁,[kɔn'kætineit],v.
concave,凹的,['kɔn'keiv],a.
conceal,隐藏，隐瞒,[kən'si:l],v.
concede,承认(为正确)；让步,[kən'si:d],v.
conceit,自负，自大,[kən'si:t],n.
conceive,想像，构想；怀孕,[kən'si:v],v.
concentrate,集中，浓缩,['kɔnsəntreit],v.
concentric,(指数个圆)有同一中心的,[kɔn'sentrik],a.
conception,概念；开始,[kən'sepʃən],n.
concerto,协奏曲,[kən'tʃerto],n.
concession,让步,[kən'seʃən],n.
conciliate,安抚，使和解，调和,[kən'silieit],v.
conciliatory,抚慰的，调和的,[kən'siliətəri],a.
concise,简洁的,[kən'sais],a.
conclave,秘密会议,['kɔŋkleiv],n.
conclusive,最后的，结论的；确凿的，消除怀疑的,[kən'klu:siv],a.
concoct,调制；捏造,[kən'kɔkt],v.
concomitant,伴随而来的,[kən'kɔmitənt],a.
concord,和睦；公约,['kɔŋkɔ:d],n.
concrete,混凝土,['kɔnkri:t],a.
concur,意见相同，一致,[kən'kə:],v.
concussion,脑震荡；强烈震动,[kən'kʌʃən],n.
condemn,极力谴责；判刑,[kən'dem],v.
condense,浓缩,[kən'dens],v.
condescend,屈尊，俯就,[kɔndi'send],v.
condescending,谦逊的，故意屈尊的,[kɔndi'sendiŋ],a.
condign,罪有应得的；适宜的,[kən'dain],a.
condiment,调味品，佐料,['kɔndimənt],n.
condole,向„吊慰,[kən'dəul],v.
condone,宽恕，原谅,[kən'dəun],v.
condor,秃鹰；神鹰,['kɔndɔ:],n.
conducive,有助于„的,[kən'dju:siv],a.
conduct,领导，引导,['kɔndʌktˌ kən'dʌkt],n.
conduit,渠道，引水道；水管,['kɔndit],n.
cone,松果；圆锥体,[kəun],n.
confection,甜食，糖果,[kən'fekʃən],n.
confederacy,联盟或同盟,[kən'fedərəsi],n.
confer,讨论，商谈；赠予,[kən'fə:],v.
conference,讨论会，协商会,['kɔnfərəns],n.
confess,承认，供认,[kən'fes],v.
confidant,心腹朋友，知己,[ˌkɔnfi'dænt],n.
confide,（信赖的）倾诉,[kən'faid],v.
confidence,信任，自信，信心,['kɔnfidəns],n.
confidential,机密的,[kɔnfi'denʃəl],a.
configuration,结构，配置；轮廓,[kənˌfiɡju'reiʃən],n.
confine,限制，禁闭,['kɔnfain],v.
confirm,证实，证明,[kən'fə:m],v.
confiscate,没收；充公,['kɔnfiskeit],v.
conflagration,建筑物或森林大火,[ˌkɔnflə'ɡreiʃən],n.
conflate,合并,[kən'fleit],v.
conflict,斗争，战斗；冲突，抵触,['kɔnfliktˌ kən'flikt],v.
conform,符合或遵守公认的规则,[kən'fɔ:m],v.
conformist,尊奉者，英国国教徒,[kɔn'fɔ:mist],n.
conformity,一致，遵从；顺从,[kən'fɔ:miti],n.
confound,使迷惑，搞混,[kən'faund],v.
confront,面临；对抗,[kən'frʌnt],v.
congeal,冻结，凝固,[kən'dʒi:l],v.
congenial,意气相投的；性情好的,[kən'dʒi:njəl],a.
congenital,先天的，天生的,[kɔn'dʒenitl],a.
congest,使拥挤；充血,[kən'dʒest],v.
conglomerate,集聚成团,[kɔn'ɡlɔmərit],v.
congregate,聚集，集合,['kɔŋɡriɡeit],v.
congruent,(形状大小)全等的，一致的,['kɔŋɡruənt],a.
congruous,一致的，符合的；[数]全等的,['kɔŋɡruəs],a.
conifer,针叶树,['kəunifə],n.
conjecture,推测，臆测,[kən'dʒektʃə],v.
conjoin,使结合,[kən'dʒɔin],v.
conjugal,婚姻的，夫妻之间的,['kɔndʒuɡəl],a.
conjunction,联合；连词,[kən'dʒʌŋkʃən],n.
